che 'dod|desire for greatness
che 'dod|desire to become great
che don|a missive, an edict
che 'don|coming of age
che drag|too large
che ge ba|so and so, by such-and-such name
che ge mo|Syn {zhes bya ba}, so and so, by the name so and so, such a one
che ge mo zhig na|at so and so's place
'cheg pa|to cleave, to split
'cheg|p. {bshags}, f. {bshag}, to split [wood, etc.)
che 'gran|ambition, craving for greatness
che|greatest; adj. comp. of {chen po}, intense, huge, great, tall
che 'gying|self-importance
che khag|larger section
che khyad 'byed pa|to see the difference between
che khyad|greatness
'chel ba|to believe, give credit to
che long du|approximately, roughly
che long du bsdus te bshad na|to approximate
che longs|approximately
che longs|{gtso bo che longs bsdus nas} when roughly condensed, the main [classifications] are the following
chem chem|1) glittering, flashing, gleaming, glinting, sparkling, shimmering, twinkling, glimmering, scintillating,. 2) thundering, roaring, rumbling noise, the noise
che mchog he ru ka|Chemchok Heruka
che mchog he ru ka|Mahottara Heruka, the central figure of the Eight Sadhana Teachings; Chemchok Heruka, the Supreme Heruka
che mchog|Most Supreme. Chemchok Heruka. Usually identical with Nectar Quality, the chief heruka of the ratna family. Sometimes, in the case of Assemblage of Sugatas, the Most Supreme is the heruka who embodies all the buddha families
che mchog rol pa rtsa ba'i rgyud|Most Supreme Display Root Tantra. Tantra belonging to the Sadhana Section of Mahayoga; focused on Nectar Quality
che mo|great
chem|rattling sound like thunder; 1) farewell exhortation, last will. 2) {sga lhang lhang grags pa}, 3) {'od lam lam 'phro ba}
chems|1) will, last testament; 2) decrescendo (on cymbals)
'chems pa|to chew
chems se chem|rattling sound
che mthong|higher regard
chen|1) {chen po} 2) color + : bright
chen brgyad grub pa|eight common accomplishments
chen brgyad grub pa rig pa 'dzin pa chung ngu|lesser awareness-holder of the eight common accomplishments
chen chun|senior and junior
chen mo|Syn {chen po}
chen po|1) strong, great, large, big, superior, supreme, immense, massive, tremendous, noble, intense, wide, vast, numerous. 2) "the Great One"; great principle; highest (level)
chen po bdun|Def. by Jamgön Kongtrül: {dmigs pa che ba nyid dang ni/ /de bzhin sgrub pa gnyis dag dang/ /ye shes brtson 'grus rtsom pa dang/ /thabs la mkhas par gyur pa dang/ /yang dag sgrub pa chen po dang/ /sangs rgyas phrin las chen po ste/ /chen po 'di dang ldan pa'i phyir/ /theg chen zhes ni nges par brjod}
chen po bdun gyi khyad par|superiority of the seven greatnesses: Def. by Jamgön Kongtrül: {theg chen gyi sde snod rgya chen po la dmigs pa dang/ rang gzhan gnyis ka'i don sgrub pa dang/ bdag med pa gnyis ka rtogs pa dang/ bskal pa grangs med gsum du gus sbyor gyi brtson 'grus rtsom pa dang/ 'khor ba yongs su mi gtong zhing kun nas nyon mongs pa med pas lus ngag gi mi dge ba bdun gnang ba lta bu dang/ stobs dang mi 'jigs pa dang sangs rgyas kyi chos ma 'dres pa yang dag par sgrub pa dang/ lhun gyis grub cing rgyun mi chad pa'i phrin las rnams yin la/ de bdun dang ldan pa ni theg chen dang mi ldan pa ni theg dman no}
chen po bdun ldan|endowed with the sevenfold greatness
chen po bdun|sevenfold greatness
chen po bzhi|the four superiorities
chen po gsum|1) the Three Great Ones, three great views {phyag rdzogs dbu gsum}. 2) past, present and future
chen po gsum ldan|endowed with the threefold greatness
chen po'i bdag nyid|superior personage
chen po'i 'du shes|Def. by Jamgön Kongtrül: {gzugs khams kyi sas bsdus pa'i 'du shes}
chen po'i gnas skabs su phyin pa|to proceed towards the stage of greatness
chen po'i rnal 'byor|Mahayoga, Great Yoga
chen po la 'os pa'i stan la bzhugs zhing mchod pa dang rim gro bskyed do|respectfully offered the Buddha a seat and refreshments suitable for a great man
chen po lnga|the five great ones; fivefold greatness
chen po nyid rnam pa bdun|{chen po bdun} the seven superior qualities of Mahayana
chen por|greatly
chen por gyur|gone great
chen por gyur pa'i ting nge 'dzin|superior samadhi
chen po rnam gsum|the threefold greatness
chen pos|by the great
chen po stong pa nyid|emptiness of the great, immensity, voidness of the great, voidness of immensity [of the ten directions]
chen po yi chen po|very strong
chen po yun ring por mi skyo ba|the greatness of never tiring even for long stretches of time
che nyams|airs, acting grand
che nyams byed pa|to put on airs
che nyams|'gying nyams te pride Yar rgyas yong phyir che nyams spangs pa
che phar|far away
che phra bar gsum|large, small and middle
cher btang|to increase
che re bltas|looking directly, unwaveringly, fixedly, to stare directly, look unwaveringly, look wit fixed eyes
cher|excessive
cher|great, much, very, exceeding
che rgu|upper classes
che rigs|high officials
cher long dus|By the time he was of age,
cher long nas|as he grew up,
cher longs nas|now an adult
cher med|scarce
cher|mostly
cher 'os sems bskyed|most appropriate resolve [bodhichitta]
cher song ba|grew even stronger
che rtags|emblem, insignia indicating status, rank, mark of honor
che rtags kyi tshul du gsol ba|presented to him as a symbol of his greatness
che ru btang ba|to blow up, enlarge
che ru btang ba|to make bigger / larger, enlarge, broaden, widen
che ru ma song ba|had grown no greater
che sa|CM: i) mtho ba'i phyogs sam go sa mtho ba, a high position or a high rank. ii) che ba'i gras. [mss]
ches che ba|greater, further, larger
ches cher|ever greater
ches cher|greatly, widely, very much
ches dga'i ba|intense joy / bliss
ches dman pa|extremely low
ches|extremely, too, so, much more, intense, great, much more, very, intense, great; so/ very
ches gsal ba|deeply illuminated
ches gsal bar mdzad pa|to strongly illuminate
che shod|eldest
'ches|imp. of {'che ba}
ches khyad par du 'phags pa|exceedingly superior
ches khyad par du 'phags pa|exceptionally eminent
ches khyad par|specially
ches lhag pa|greater, very much, extremely; far superior
ches lhag|superior
ches mchog tu gyur pa|became even greater
ches mi 'os pa|objectionable
ches pa|{ches pa, ches pa, ches pa} intr. v.; 1) to believe greatly, 2) so much
'ches pa|pf. of {'che ba}
ches pa|too intently; x {ha cang nang du sdud ches pa dang} do not focus too intently
ches 'phags pa|superior
ches rgyas pa skye ba|increased growth
ches shin tu dman pa|extremely inferior
ches shin tu|extremely, utmost, severe; ultimate, farthest, furthest, outermost, uttermost
che thabs|arrogance, haughtiness, glorification
che tshang|Drigung Chetsang
che tshugs bskyung ste|swallow your self-importance
che zhe|elder sister, the elder wife
che zhes|instruction to insert someone's name
che zhe|the Elder Sisters, and their retinues; Jamgön Kongtrül: the twelve Tenma goddesses who are loving and affectionate like mothers and daughters and belong to the classes of dümo, nöjin, and menmo
'chi ba blu ba'i man ngag|quintessential instructions on ransoming off death, by Ngawang Drakpa
'chi ba chos sku'i lam 'khyer|bringing dharmakaya into the experience of death
'chi ba chos skur grol ba|be liberated in the dharmakaya at death
'chi ba|death; to die; Death, dying, to die; {'chi ba, shi ba, 'chi ba} intr. v.; ft. of {'chi ba}
'chi ba dngos|the actual [experience of] death
'chi ba dran pa|to keep death in mind
'chi ba'i dug la ye shes bdud rtsi 'thungs shig|instead of the poison of death, drink the nectar of wisdom
'chi ba'i dus byed pa|to face death, die
'chi ba'i 'du shes|the notion of death
'chi ba'i dus la babs pa'i tshe|when death arrives
'chi ba'i dus|when dying
'chi ba'i 'jigs pa|the fear of death
'chi ba'i nangs pa|crossing the threshold of death
'chi ba'i rgyu|subject to death
'chi ba'i rkyen byed pa|to cause death
'chi ba'i sdug bsngal lnga|the fivefold suffering of death
'chi ba'i sdug bsngal|the misery of death
'chi ba'i sdug bsngal|the misery of death [one of the 8 kinds of suffering at the time of death [R]
'chi ba'i tshe|when dying
'chi ba med pa|1) immortality. 2) deathless, immortal
'chi ba med pa'i dbyings|deathless basic space
'chi ba mi rtag|death and impermanence
'chi ba mi rtag pa|Impermanence and death
'chi ba mthar byed|Maratika. The sacred place in eastern Nepal where Guru Rinpoche and Mandarava were blessed with immortal life by Buddha Amitayus
'chi ba 'od gsal chos sku|dharmakaya luminosity of death, the luminous dharmakaya of death
'chi ba 'od gsal dang thams cad stong pa|the luminosity of death and universal emptiness
'chi ba 'od gsal gnas lugs mngon du 'gyur|realize death as the natural state of luminosity
'chi ba 'od gsal gnas lugs|the basic nature of the luminosity of death
'chi ba 'od gsal gyi sems|the frame of mind which is the luminosity of death
'chi ba 'od gsal|the luminosity of death
'chi ba rjes dran|one of the {rjes dran drug}
'chi ba rjes su dran pa|recollection of death
'chi bar sems pa'i chos can|the dharmin the mind of death [among the six kinds of arhats [R]
'chi ba sbyong tshul|the way to train in dying
'chi bas ma bcom|spared by death, who have not yet been struck down by death
'chi bdag bdud po kho|that devil, the Lord of Death
'chi bdag bdud po|the Demon Lord of Death, the Mara of Death; the Lord of Death
'chi bdag bdud|the demon of death
'chi bdag dbang gyur|a vassal of the Lord of Death
'chi bdag 'dud po|the Lord of Death
'chi bdag gi bdud|Mara of the Lord of Death
'chi bdag gi bdud phra mo|the subtle Lord of Death demon
'chi bdag gi bdud rags pa|the material Lord of Death demon
'chi bdag gi bdud|the mara / demon of the Lord of Death, {bdud bzhi},]
'chi bdag gshin rje|Yamaraja, the lord of the death
chi bdag 'jigs su rung ba'i kha|the feared maw of death
'chi bdag las kyi gshin rje|Yamaraja, the karmic lord of the death
'chi bdag|lord of death
'chi bdag nad kyis nye bar btab pa'i tshe|when the Lord of Death strikes one down in agony
'chi bdud|demon of death
'chi blu|pay ransom; ransom ritual {glud}
'chi blu|the ritual of 'cheating death'
chib pa|mount
'chib pa|to ascend, to mount; {'chib pa, bcibs pa, bcib pa, chibs} trans. v; - {'chib, bcibs, bcib, chibs}, va. to ride (horses, cars, etc.).
'chib rgyu gnang ba|to arrive [on horse]
'chi brod|readiness to die, courage in death
'chi brod|to be joyful at death
chibs ba|Syn {chibs rta}
chibs bsgyur|a visit, journey
chibs 'gros rgyab pa|to amble
chibs|imp. of {'chib pa}; 1) imp. of {'chib}. 2) Syn {chibs pa}, riding horse; (h) horse
chibs kha bsgyur ba|riding / turning his horse
'chi bslu|ritual for "ransoming" from impending death
chibs pa|1) a horse. 2) to ride; (h) horse
chibs pa la zhon nas 'gro ba|to mount upon or ride his horse
chibs rta|horse (h)
chibs te kun tu bgrod pa|riding here and there throughout [the kingdom]
'chi chos|a teaching for the moment of death
'chi dus byon|when death comes
'chi dus kyi 'od gsal|the luminosity of death
'chi dus phan pa|what helps when death does arrive
'chi dus|when you are dying, time of death
'chi ga ma|about to die
'chi ga|the point of death
chig brgya|one hundred
chig brgyud|single transmission, transmitted from one to one
chig 'bum|one hundred thousand
chig car pa|see also {cig car pa}
chig chod|Syn {gcig chog}
chig dril bya ba'i tshul|way of practicing combined into one
chig dril bya|combine into one
chig dril|condensed into one
chig dril|confluence, unity
chig dril du|1) combined; unified. 2) vigorously
chig khri|ten thousand
chig|one
'chig pa|to bind
'chi grabs|prepare for death
chig rdzogs su blangs|received the complete [transmission of such and such] together
chig rdzogs su|complete as one, unified
chig rkya ba|singly, solitarily
chig rkyang|single, alone
chig sgril|unity, united
'chi gson|life and death, living and dead
chig stong|one thousand
chig thub|able to do [something] alone, universal panacea
chig tshal|green vegetable, singular [form of a word]
chig tshugs|solitarily
'chi ka'i bar do|bardo of dying, intermediate state of dying; the bardo of dying, period of being at the verge of death
'chi ka'i bar do|intermediate state of dying
'chi ka'i nad pa|a sick man at the point of death
'chi ka'i sems tha ma|last conscious moment at the verge of death
chi ka|wallet, knapsack
'chi kha bar do phyi ma la|At death, in the bardo, or in the next life
'chi kha bar do|Syn {'chi kha'i bar do}
'chi kha'i bar do|bardo at the time of death, bardo of dying, the intermediate state of the moment of death
'chi kha'i bar do|Bardo of dying. The period from the onset of the process of dying until the end of the three subtle dissolution stages
'chi kha ma|at the point of death
'chi kha|on the eve of death
'chi khar|at the instant of her death
'chi khar|at the moment of death
'chi khar|at the verge of dying
'chi khar|by the time of death
'chi kha sdug bsngal gyi bar do|Painful bardo of dying
'chi kha sdug bsngal gyi bar do|the painful bardo of dying
'chi kha|the moment of death
'chi la khad|about to die
'chi la khad pa|on the verge of death
'chi la nye|{'chi la ni nye} I draw closer and closer to death
'chi la thug pa|at the verge of / close to death {gzhon nu sa la nyal zhing 'chi la thug pa} the youth, close to death, was left lying on the ground
chil chi'|1) waves, flow of water. 2) shiny, glittering [of jewelry]
chil chil|shining
chi len|county in 21th cent Tibet.
chi le|to remain still
chi li li|abound
chil|imp. of {'jil ba}
chil le|shining, glistening
'chi ltas|signs of death, death omens / signs / indications
'chi lugs bzhi|Four Ways of Death. Those of dissolving into space {nam mkha'}, cremation {me dpung}, the manner of an awareness-holder {rig 'dzin}, and celestial flight {mkha' 'gro}
'chi med bde chen rdo rje'i srog|the deathless vajra life of great bliss
'chi med bdud rtsi|the nectar of immortality. Syn enlightenment
'chi med bstan gnyis g.yung drung gling pa|Chimey Tennyi Yungdrung Lingpa
'chi med chab|water of immortality
'chi med gnas|the abode of immortality
'chi med 'grub pa|will attain deathlessness
'chi med|immortality, undying, deathless, immortal
'chi med lha'i grong khyer dang mnyam pa tsam du gyur to|his land was truly equal to the eternal city of the gods
'chi med ljon shing|the tree of immortality
'chi med mdzod|Amarakosha; a metrical dictionary of the Sanskrit language by Amarasimha with its Tibetan translation made by mahapandita Kirtichandra and {yar lungs lo tsA ba grags pa rgyal mtshan}
'chi med nor phreng ma bu|the mother and child deathless jewel garland [18th century book on medical practce by by dpal spungs dbon karma bstan 'dzin phrin las rab rgyas [R]
'chi med pad 'byung|the deathless Lotus-born One
'chi med 'phags ma'i snying thig gi cha lag gtsug tor rnam par rgyal ma'i gzungs sgrub dang mchod pa'i cho ga bltas du bkod pa dri med nor bu|on uSHN'iSHavijay'a, by kong sprul blo gros mtha' yas - (1813-1899)
'chi med 'phags ma snying thig|gongter of Jamyang Khyentse Wangpo
'chi med rdo rje'i lha mo|immortal Vajra Dakini
'chi med rdo rje'i sku brnyes|who achieved the deathless vajra body
'chi med rdo rje'i ting nge 'dzin|Immortal vajra samadhi. The indestructible composure of the Buddha of Limitless Life, Amitayus
'chi med rig 'dzin|Immortal Vidyadhara. Same as Guru Rinpoche
'chi med ril bu|pill of immortality
'chi med rnga sgra'i gzungs|the Drum Sound of Immortality Dharani
'chi med rtsa gsum dril sgrub|terma by {chos rje gling pa}
'chi med sku gsum|the immortal three kayas
'chi med stobs ldan rdo rje|alias {rgyal sras gzhan phan zla ba}
'chi med thod phreng rtsal|Immortal Tötreng Tsal. Same as Guru Rinpoche
'chi med tshe'i dngos grub|the siddhi of immortal life
'chi med tshe yi dngos grub|siddhi of longevity and immortality
'chi med ye shes kyi bdud rtsis bkang ba|filled with the wisdom nectar of immortality
'chi med yul|the land of deathlessness
'chi mi srid de|it is impossible to die
'chims bza' lha mo btsan|one of the five wives of {khri srong lde'u bstan}
'chims pa|to be full, to get full
chims phu|Chimphu. The hermitage of caves above Samye in Central Tibet. Guru Rinpoche spent several years there in retreat
'chi mthar thug gi bar du|until you die; x {me tshogs spu gri'i so yang brgal nas ni 'chi mthar thug gi bar du dam chos btsal} even if you have to face blazing infernos or razor-sharp blades search for the Dharma until you die
'chi nad|fatal disease
'chi nad kyis btab pa|meeting with / catching a fatal disease
chi nang gsang ba'i bar chad|outer, inner and innermost obstacles. To explain the outer, inner and innermost obstacles: the outer obstacles are disturbances of the four elements; the machinations of the Mara of the Lord of Death and the Mara of the Aggregates; disease, famine and warfare; and the dread of rebirth, death, and the bardo. The inner are obstacles for the channels, energies and essences; the machinations of the Mara of Emotions; and the deluded perceptions of desire, anger, and dullness. The innermost are the obstacles of the deluded concepts of perceiver and perceived; the machinations of the Mara of the Divine Child; and the hindrance for the state of omniscience. [DILGO KHYENTSE]
'ching ba|1) {'ching ba, bcings pa, bcing ba, chings} tha dad pa; to bind, tie, fetter. 2) to wear (belts). 3) ensnared, bound. 4) fetters, bonds, ties; bondage. 5) a rope, cord.
'ching ba|bindings
'ching ba kun ldan|endowed with all fetters
'ching ba las grol ba|freed from the fetters / ties
'ching ba phyag rgya|accompanied by the seal which binds the practitioner to realization
'ching bar mi nus|cannot be bound
'ching bu|felt
'ching byed phyag rgya|fettering mudra /gesture
'chi nges|death is certain
'ching grol gyi bdag|lord of bondage and liberation
'ching grol las 'das pa|beyond bondage and release
'ching|p. {bcings}, imp. {chings}, to tie, bind, fetter, bond, tie, fetter, bondage
chings dang log non gyi 'khor lo|Wheel of Bonds and Suppression. Text belonging to the Sadhana Section of Mahayoga composed by Guru Rinpoche
'chings grol|bondage and liberation
chings hu|Chinese title
chings|imp. of {'ching ba}; 1) frame, outline, feature, main points. 2) intervention. 3) bond, fetter 4) imp. of {'ching}. 5) paralyze
chings lnga|the fivefold framework #
chings pa med pa|unattached {khyod la 'chings pa med par chos cis mi byed} You are unattached. Why do you not practice the Dharma?
chings pa|schemata; matrix; to embrace/ encompass
chings su bcing ba|subsumed within the principle" of ...; embracing the implications
chings su bcing ba|to apply a schema to; to embrace within a framework
chings su bcing ba|to embrace the larger scope; to apply/ provide a/ the unifying theme; to apply a paradigm/ schema to; to embrace within (its) theme/ reach; to subsume within the confines of; to be a theme that unifies . . .
chings thag|binds, fetters; {chings zhags}
chings zhags|binds, fetters; {chings thag}
'ching thag bcad pa|to cut the ties
'ching thag|fetters, binds, shackles, yoke
ching wang|Chingwang, Prince of the First Order
ching wang ngag dbang dar rgyas|Chingwang Ngawang Dargye, otherwise known as Ngakyi Wangpo
'chi nyen|danger of death, mortal danger
'chi 'pho ba dang skye ba'i mngon shes|the superknowledge of deaths and rebirths, {mngon shes},]
'chi 'pho ba dang skye ba len pa rnams|dying and transmigrating, and of taking birth
'chi 'pho ba dang skye ba mkhyen pa'i stobs|the power of knowing death and rebirth, transference of consciousness at death and birth; one of {stobs bcu}
'chi 'pho ba dang skye ba rig pa|knowledge of death, transmigration and birth
'chi 'pho ba dang skye ba shes pa|knowledge of death, transmigration and birth
'chi 'pho ba dang skye ba|the transference of consciousness at death and birth
'chi 'pho ba|death and transmigration, to die, transmigrate
'chi 'pho ba|dying and transmigrating
'chi 'pho ba'i rgyu gsum|the three causes of death and transmigration
'chi 'pho ba'i sems|the dying's frame of mind
'chi 'pho ba'i snga ltas lnga|the five omens of death
'chi 'pho ba'i snga ltas lnga|the five signs of [gods'] death and transmigration [R]
'chi 'pho dang skye ba rig pa|knowledge of death, transmigration and birth
'chi 'pho dang skye pa mngon par shes pa|the superknowledge of death, transmigration and birth
'chi 'pho ltung ba'i sdug bsngal|suffer from transience when falling from that realm
'chi 'pho ske ba|death, transmigration and birth. [mss]
'chi 'pho skye ba shes pa|knowledge of death, transmigration and birth
'chi rag bar du|until the very moment you meet with death
'chir ba|{'chir ba, bcir ba, bcir ba, chir} trans. v.; to press, to squeeze
chir|imp. of {'chir ba}
'chir|p. and f. {bcir}, imp. {chir}, to squeeze, press out
'chi rtags|Syn {'chi ltas}
'chi sa|place of death
'chi sdug mi nga'|unafraid of death
'chi sems gsum|the frames of mind when dying
'chi sems|the mind at the moment of death
'chis nges dud 'gro kyi srog blu byed pa|to ransom the lives of animals about to be slaughtered
'chi srid|death existence; one of {gnas skabs bzhi}
'chi srid|dying as a phase of conditioned existence
'chi sring|being at death
'chi tshul ston pa|gave the appearance of death
'chi|vi. to die
cho ba|to set on
cho 'brang|{rigs rus} family, race
'chobs|imp. of {'chab pa}
chod|1) imp. of {gcod}. 2) cut off, be separated, be parted. 3) vi. to reach an agreement, settlement, be settle, agreed. 4) to be able to cover distances [on journeys, etc.] through, cross, parted, separated, severed, resolved, dealt with, decided, crossed, effective, expedient. 5) shut [the gates of rebirth]; imp. of {gcod pa}; passed, traversed
chod che ba|very effective/ potent
chod dus med pa|nyin re'i nyi ma chod dus med pa - the days seem endless
chod nyid bden pa gzigs pa|to perceive the truth of reality - the reality of what simply is
chod pa|{chod pa, chod pa, chod pa} intr. v.; to be cut off, split, cut through, distinct; to cut through; to undermine/ negate; to demarcate/ outline/ divide
chod pan gyi dbang|crown empowerment
chod tshad|lhongs tshad tshar tshad chod tshad - arising of challenging experiences and their successful termination
cho ga btang ba|the ritual is performed
cho ga bzhin du khas blang pa las thob bo|obtained by means of taking the pledges according to their respective rituals
cho ga de nyid bcu|the ten natures / principles of ritual
cho ga gsum bskyed|threefold vizualization ritual; [detailed expl., Light of Wisdom, Vol. 2, page 103]
cho ga gsum bskyed|visualization through the three rituals. Three steps in visualization of a deity: seat with seed syllable, attribute, and deity
cho ga gsum|the three rites, [magical powers, mind-reading, teaching]. three kinds of ritual, according to Mahayoga: the body of the deity. in its entirety {sku yongs rdzogs}, the speech in the form of seed-syllables {gsung yig bru}, and the buddha-mind of concentration {thugs bsam gtan}
cho ga'i bya ba|ritual procedures
cho ga'i chings dang mtshams sbyor|structure and steps of a ritual
cho ga'i 'don 'grigs|performance of rites
cho ga'i lhan thabs|a collection of texts elucidating a practice
cho ga'i rim pa|Sequence of the ceremony
cho ga'i sbyor ba bdun|seven points of ritual
cho ga la gnas pa|practitioner
cho ga pa|priest
cho ga phyag len|ritual tradition, the performance of rituals
cho ga|ritual, ceremony, practice, sadhana practice, liturgy, service; ceremonies of purification, method, religious observances, rites. liturgical presentation; sadhana, ritual for worship
cho ga shes pa|priest
cho ga spyod pa|to perform a ritual
cho ga zab mo sngags kyi rgyud|Tantra of the Profound Mantra Ritual. A tantra belonging to Kriya Yoga
cho ga zla ba|{hor zla dang po},], the first month
chog bsgrigs|arranged as/ for a ritual
chog bzhag|letting be, resting freely. Syn {mi g.yo ba}, freely resting, letting be
chog chog|ready, on the verge of
chog chog|which can be easily ... verb
chog 'dzin|{chog par 'dzin pa} content, complacent
chog gam|is that enough
chog|imp. of {gcog pa} 1) vi. to be allowed, be permitted, may, can. 2) vi. to be able to, be fit to. 3) to be ready, set to do verbal action. 4) indicates assurance or promise [usu. "I will.") 5) imp. of gcog, broken, all right, sufficient, enough, permissible, admissible, allowed. 6) a ritual, practice; ritual for Vajrayana, rite for lesser yanas; also liturgy; 7) verb + chog - allowed (may) do the verb
chog khrigs|ritual arrangement; ritual arrangement; liturgical arrangement; arranged as/ for a ritual
chog khrigs su bsgrigs pa|ritual arrangement
chog mchan|an order to approve, government decree / order / ratification
chog mchan gnang ba|Syn {chog mchan 'god pa}, - to approve, ratify
chog mchan thon pa|get approval
chog mi shes|knows no end
chog mi shes pa|insatiable
chog pa byung|is enough, sufficient
chog pa|{chog pa, chog pa, chog pa} intr. v.; to be allowable/ all right/ permissible / sufficient; permissible, to be sufficient, sufficiency, sufficient; allow; to be allowed
chog pa|mi chog - won't suffice
chog par 'dzin pa|to be satisfied, complacent
chog pa|to be allowed, permitted
chog phreng|rituals
chog sgrig|liturgical arrangement
chog sgrigs|liturgical method
chog shes bsten pa|remain content, to keep content
chog shes|contentment; contentment, meek, content, satisfied, content with what one has, satisfaction, knowledge of ritual; to be content; contentment
chog shes dang tshim pa|{gser gyi ri thob kyang nam shi bar chog shes dang tshim pa med} will never be satisfied even though they obtain a mountain of gold
chog shes med|malcontent, unfulfilled
chog shes med pa|discontent, dissatisfied, never content
chog shes med pa|was not satisfied with
chog shes pa|be content; opp of {brnab sems}
chog shes pa|to be content; to know/ have contentment
chogs|to be allowed, collection. imp. of {'chag}, be broken; imp. of {'chag pa}
'chogs|to smite
chog|will do / suffice; {mi chog} that won't do
chol|1) imp. of {'chol ba} . 2) inconstant
'chol ba|{bcol ba} to enjoin/ entrust/ commission; isc. to require (of)
chol ba|{'chol ba}
'chol ba|{gsang sgo 'chol ba} to violate the bounds of secrecy
'chol ba'i khro rgyal|the 'crazy' king of the wrathful ones
'chol ba'i sgrub thabs|Ucchus.masa-dhana, by Lalitavajra {sgeg pa rdo rje}; A Method for Reaching the Maker of Chaos (Uchushma); RGYUD, Vol TSU, in the Derge Edition,
'chol ba|thrown into chaos
'chol ba|to make errors (in judgement); to be comprised (of)
'chol ba|to mix up; to make errors (in judgment); unbound, scattered, wild (wisdom, ye shes); to entrust, to make, appoint, topsy-turvy, disproportion, crazy [as in {'chol ba'i khro rgyal}; intr. {'chol ba, 'chol ba, 'chol ba} intr. v.; {'chol ba, bcol ba, bcol ba, chol} trans. v
'chol|{bcol ba} to enjoin/ commission
cho le ba|way of looking, appearance [Ri mgo tsang mar kha ba skya cho le ba zhig bab 'dug Mi de'i skra lo skya cho le ba zhig 'dug] white like snow mt or old man's hair
'chol gtam|wanton talk
chol kha|order
'chol ma|a sly, crafty woman, a dissolute woman
'chol nyog|perverted
cho lo|1) dice: gambling game; 2) officially appointed position [cho lo 'ja' sa]; 3) herb cho lo ma [R]
cho lo|dice-playing, die, dice
cho lo ris|a diagram, design
'chol pa|disorderly, dissolute, immoral, crazy, perverted
'chol|p. {bcol}, imp. {chol}, 1) to entrust with, deposit, leave in someone's charge 2) to err, make a mistake, confused, mixed up, misconstrued
chom|conquer, robbery; imp. of {'joms pa}
cho med|jap chung chung, useless silly, vain, buffoon
chom kun srung ba|protective ritual against bandits and thieves
chom pa|conquer, to be finished, accomplished; {chom pa, chom pa, chom pa} intr. v
chom po|humbled
chom rkun gyis 'tsho ba yin|we make our living by robbing others
chom rkun pa|a group of robbers
chom rkun|robbers
chom rkun|robbers, thieves
chom sgra|a loud sound like cannon-fire or thunder
choms|imp. of {'joms}; (imp. of 'joms) defeat, subdue, quell
chon|a tent; useless
cho nge 'debs pa|to wail
cho nge|lamentation, wailing
cho nges|to howl, wail, lament/ shed tears
cho ngogs|bank, shore, coast
chongs|imp. of {'chang ba}; imp. of {'chang}; retain
chongs|sems la chongs - Keep them in mind!
chong zhi|quarts
chon thag|a tent-rope
cho 'phrul bstan pa'i rtogs brjod|the story of the Performance of the Miracles
cho 'phrul bstan pa|{ngo mtshar gyi cho 'phrul bstan pa} to show their wonderful magic
cho 'phrul bzhi|four miracles. Contemplation {ting 'dzin}, consecration. or blessing {byin rlabs}, empowerment {dbang bskur}, and offering {mchod pa}
cho 'phrul chen po bstan pa|to display great miracles
cho 'phrul chen po bzhi|the four great miracles
cho 'phrul chen po'i dus chen|the holiday of the Great Miracles
cho 'phrul 'gran pa|a contest of magical powers
cho 'phrul 'gran|to compete in the power of the magical creation
cho 'phrul gsum ldan|endowed with three types of miraculous ability
cho 'phrul gsum|Three kinds of miraculous powers. The perfect deeds of a nirmanakaya buddha enacted through his body, speech and mind
cho 'phrul gsum|three miracles; three types of miraculous ability. 1) {sku rdzu 'phrul gyi cho 'phrul}, body. miraculous manifestations. 2) {gsung nges su bstan pa'i cho 'phrul}, speech. miraculous display of the doctrine. 3) {thugs kun brjod pa'i cho 'phrul}, mind. miraculous communication; three types of miraculous ability. 1) {sku rdzu 'phrul gyi cho 'phrul}, body. miraculous manifestations. 2) {gsung nges su bstan pa'i cho 'phrul}, speech. miraculous display of the doctrine. 3) {thugs kun brjod pa'i cho 'phrul}, mind. miraculous communication
cho 'phrul gyi bco lnga|the fifteenth day of the first month
cho 'phrul gyi ltad mo|a spectacle of magic
cho 'phrul gyi zla ba|Syn {hor zla dang po}
cho 'phrul|magical display
cho 'phrul mchod pa|offering performed on the fifteenth day of the first month
cho 'phrul mchod rten|the Stupa of Miraculous Display
cho 'phrul|miracle, magical display; magical tricks; magical illusion; magical show; apparition, illusion, trick, creation, power, jugglery, miracle, malicious / magical attack; magic, magical attacks, power of magical creation, paranormal psychic power; a magic trick, sorcery; spiritual/ religious miracle; miraculous/ fantastic display; machinations, phantasmagoria
cho 'phrul rnam gsum|threefold miraculous action
cho 'phrul rnam pa gsum|threefold miraculous action
cho 'phrul|sems kyi + - the magical play of the mind
cho 'phrul ston pa|to perform miracles, magic
cho 'phrul zla ba|Miracle Month
'chor|1) Syn {shor}. 2) to pursue, hunt, chase; to escape, dissipate, fade away
